2024-02-09 21:44:13.393937;divZero;o contacto e o nome nao podem ser adicionados ao mesmo tempo
2024-02-09 21:44:38.639245;divZero;o contacto e o nome nao podem ser adicionados ao mesmo tempo
2024-02-09 21:44:57.817435;DataError;o contacto e o nome nao podem ser adicionados ao mesmo tempo
